"TestID","Category","Module / Page","Test Case","Method","Environment","Status","Observed Result (evidence)","Executed At"
"FUN-336","Functional Testing","Feedback","Mentor rating recalculation — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=201","2026-07-11T19:49:48.906Z"
"FUN-337","Functional Testing","Feedback","Rating validation — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=400 exp=400","2026-07-11T19:49:48.906Z"
"FUN-338","Functional Testing","Feedback","Rating validation — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=400","2026-07-11T19:49:48.906Z"
"FUN-339","Functional Testing","Feedback","Rating validation — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] bad-type -> 400 (handled gracefully, no process crash)","2026-07-11T19:49:48.906Z"
"FUN-340","Functional Testing","Feedback","Rating validation — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] boundary -> 400 (handled)","2026-07-11T19:49:48.906Z"
"FUN-341","Functional Testing","Feedback","Rating validation — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-342","Functional Testing","Feedback","Rating validation — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 400,400","2026-07-11T19:49:48.906Z"
"FUN-343","Functional Testing","Feedback","Rating validation — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=400, body present=true","2026-07-11T19:49:48.906Z"
"FUN-344","Functional Testing","Feedback","Rating validation — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=400","2026-07-11T19:49:48.906Z"
"FUN-345","Functional Testing","AI Mentor","AI chat topic advice — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"FUN-346","Functional Testing","AI Mentor","AI chat topic advice — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] omit message -> 400","2026-07-11T19:49:48.906Z"
"FUN-347","Functional Testing","AI Mentor","AI chat topic advice — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] bad-type -> 500 (handled gracefully, no process crash)","2026-07-11T19:49:48.906Z"
"FUN-348","Functional Testing","AI Mentor","AI chat topic advice — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] boundary -> 200 (handled)","2026-07-11T19:49:48.906Z"
"FUN-349","Functional Testing","AI Mentor","AI chat topic advice — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-350","Functional Testing","AI Mentor","AI chat topic advice — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"FUN-351","Functional Testing","AI Mentor","AI chat topic advice — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"FUN-352","Functional Testing","AI Mentor","AI chat topic advice — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"FUN-353","Functional Testing","AI Mentor","AI local fallback — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"FUN-354","Functional Testing","AI Mentor","AI local fallback — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-07-11T19:49:48.906Z"
"FUN-355","Functional Testing","AI Mentor","AI local fallback — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] bad-type -> 500 (handled gracefully, no process crash)","2026-07-11T19:49:48.906Z"
"FUN-356","Functional Testing","AI Mentor","AI local fallback — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] boundary -> 200 (handled)","2026-07-11T19:49:48.906Z"
"FUN-357","Functional Testing","AI Mentor","AI local fallback — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-358","Functional Testing","AI Mentor","AI local fallback — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"FUN-359","Functional Testing","AI Mentor","AI local fallback — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"FUN-360","Functional Testing","AI Mentor","AI local fallback — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"FUN-361","Functional Testing","Realtime Chat","Socket send & persist (REST proxy) — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"FUN-362","Functional Testing","Realtime Chat","Socket send & persist (REST proxy) — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-07-11T19:49:48.906Z"
"FUN-363","Functional Testing","Realtime Chat","Socket send & persist (REST proxy) — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] bad-type -> 500 (handled gracefully, no process crash)","2026-07-11T19:49:48.906Z"
"FUN-364","Functional Testing","Realtime Chat","Socket send & persist (REST proxy) — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] boundary -> 200 (handled)","2026-07-11T19:49:48.906Z"
"FUN-365","Functional Testing","Realtime Chat","Socket send & persist (REST proxy) — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-366","Functional Testing","Realtime Chat","Socket send & persist (REST proxy) — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"FUN-367","Functional Testing","Realtime Chat","Socket send & persist (REST proxy) — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"FUN-368","Functional Testing","Realtime Chat","Socket send & persist (REST proxy) — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"FUN-369","Functional Testing","Realtime Chat","Typing indicator (auth guard) — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"FUN-370","Functional Testing","Realtime Chat","Typing indicator (auth guard) — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-07-11T19:49:48.906Z"
"FUN-371","Functional Testing","Realtime Chat","Typing indicator (auth guard) — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] bad-type -> 500 (handled gracefully, no process crash)","2026-07-11T19:49:48.906Z"
"FUN-372","Functional Testing","Realtime Chat","Typing indicator (auth guard) — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] boundary -> 200 (handled)","2026-07-11T19:49:48.906Z"
"FUN-373","Functional Testing","Realtime Chat","Typing indicator (auth guard) — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-374","Functional Testing","Realtime Chat","Typing indicator (auth guard) — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"FUN-375","Functional Testing","Realtime Chat","Typing indicator (auth guard) — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"FUN-376","Functional Testing","Realtime Chat","Typing indicator (auth guard) — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"FUN-377","Functional Testing","Administration","Admin lists users — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"FUN-378","Functional Testing","Administration","Admin lists users — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-07-11T19:49:48.906Z"
"FUN-379","Functional Testing","Administration","Admin lists users — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] junk query params -> 200 (handled gracefully)","2026-07-11T19:49:48.906Z"
"FUN-380","Functional Testing","Administration","Admin lists users — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] long query -> 200 (handled)","2026-07-11T19:49:48.906Z"
"FUN-381","Functional Testing","Administration","Admin lists users — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-382","Functional Testing","Administration","Admin lists users — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"FUN-383","Functional Testing","Administration","Admin lists users — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"FUN-384","Functional Testing","Administration","Admin lists users — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"FUN-385","Functional Testing","Administration","Admin approves mentor — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"FUN-386","Functional Testing","Administration","Admin approves mentor — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-07-11T19:49:48.906Z"
"FUN-387","Functional Testing","Administration","Admin approves mentor — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] bad-type -> 200 (handled gracefully, no process crash)","2026-07-11T19:49:48.906Z"
"FUN-388","Functional Testing","Administration","Admin approves mentor — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] boundary -> 200 (handled)","2026-07-11T19:49:48.906Z"
"FUN-389","Functional Testing","Administration","Admin approves mentor — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-390","Functional Testing","Administration","Admin approves mentor — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,200","2026-07-11T19:49:48.906Z"
"FUN-391","Functional Testing","Administration","Admin approves mentor — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"FUN-392","Functional Testing","Administration","Admin approves mentor — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"FUN-393","Functional Testing","Administration","Admin deletes user — HAPPY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[HAPPY] status=200 exp=200","2026-07-11T19:49:48.906Z"
"FUN-394","Functional Testing","Administration","Admin deletes user — MISSING","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[MISSING] no server-side required-field on this endpoint; status=200","2026-07-11T19:49:48.906Z"
"FUN-395","Functional Testing","Administration","Admin deletes user — BADTYPE","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BADTYPE] bad-type -> 200 (handled gracefully, no process crash)","2026-07-11T19:49:48.906Z"
"FUN-396","Functional Testing","Administration","Admin deletes user — BOUNDARY","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[BOUNDARY] boundary -> 200 (handled)","2026-07-11T19:49:48.906Z"
"FUN-397","Functional Testing","Administration","Admin deletes user — NOAUTH","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[NOAUTH] no token -> 401","2026-07-11T19:49:48.906Z"
"FUN-398","Functional Testing","Administration","Admin deletes user — PERSIST","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[PERSIST] repeat -> 200,404","2026-07-11T19:49:48.906Z"
"FUN-399","Functional Testing","Administration","Admin deletes user — STATUSMSG","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[STATUSMSG] status=200, body present=true","2026-07-11T19:49:48.906Z"
"FUN-400","Functional Testing","Administration","Admin deletes user — SIDEEFFECT","Automated (live)","Node 24 / Express + real MongoDB (Mongoose)","Pass","[SIDEEFFECT] status=200","2026-07-11T19:49:48.906Z"
"UIX-001","UI/UX Testing","Landing (/)","UIUX_bodyHasContent","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","UIUX_bodyHasContent=true","2026-07-11T19:49:48.906Z"
"UIX-002","UI/UX Testing","Landing (/)","UIUX_hasHeading","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","UIUX_hasHeading=true","2026-07-11T19:49:48.906Z"
"UIX-003","UI/UX Testing","Landing (/)","UIUX_noHorizontalOverflow","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","UIUX_noHorizontalOverflow=true","2026-07-11T19:49:48.906Z"
"UIX-004","UI/UX Testing","Landing (/)","UIUX_titleSet","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","UIUX_titleSet=true","2026-07-11T19:49:48.906Z"
"UIX-005","UI/UX Testing","Landing (/)","UIUX_hasInteractive","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","UIUX_hasInteractive=true","2026-07-11T19:49:48.906Z"
"UIX-006","UI/UX Testing","Landing (/)","UIUX_imagesRendered","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","UIUX_imagesRendered=true","2026-07-11T19:49:48.906Z"
"UIX-007","UI/UX Testing","Landing (/)","UIUX_rootMounted","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","UIUX_rootMounted=true","2026-07-11T19:49:48.906Z"
"UIX-008","UI/UX Testing","Landing (/)","UIUX_cssApplied","Automated — Playwright / Chromium (Chrome/Edge)","Chromium (Chrome/Edge) (backend on real MongoDB)","Pass","UIUX_cssApplied=true","2026-07-11T19:49:48.906Z"
